Gene stable ID,TF_Activity,TF_pvalue,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene name
ENSG00000057935,2.5555787086486816,0.010610726435987651,1458.2212,0.7099232567220329,0.04840531139572522,14.6662264171433,1.0608292552814958e-48,2.2183086178157244e-47,MTA3
ENSG00000134323,-2.175837993621826,0.029582638214244752,581.40686,-3.27303341828991,0.11105960900659165,-29.470961113285103,6.784451595790224e-191,1.5030018419311504e-188,MYCN
ENSG00000186416,-2.0143139362335205,0.04399406240056235,307.15573,-0.6221481309124861,0.16021296743763214,-3.8832570225919856,0.00010306652052791854,0.00026084020410426537,NKRF
ENSG00000125820,-2.6021571159362793,0.009272874305680901,2295.638,-1.2934398702279726,0.1392102513678371,-9.29126883630358,1.5245984213125028e-20,1.1583007687963676e-19,NKX2-2
ENSG00000131910,-2.3193862438201904,0.02038721135545343,56.763134,-2.346639832185415,0.31377873186193983,-7.478645280579175,7.509265711069509e-14,3.989803116420178e-13,NR0B2
ENSG00000143257,-3.476865768432617,0.0005087208840765794,27.304476,-1.2308058085853375,0.2896568134122924,-4.249186456503028,2.1454828295575518e-05,5.866878449484211e-05,NR1I3
ENSG00000160113,-2.6625237464904785,0.007763827282635737,2446.1326,-0.7782126645607425,0.0646029550544804,-12.046084639695923,2.0338345050451023e-33,2.5714800863622363e-32,NR2F6
ENSG00000113580,-2.9590203762054443,0.003090916139347911,4913.0264,-1.377005573785135,0.14643149087962815,-9.403753014555333,5.265079348030975e-21,4.093692925432425e-20,NR3C1
ENSG00000288283,-2.1184194087982178,0.034155649052881584,695.1071,-0.6376735712204292,0.1299460500606002,-4.907217810183925,9.237742678284218e-07,2.8759294211864063e-06,RFX1
ENSG00000132005,-2.1184194087982178,0.034155649052881584,695.1071,-0.6376735712204292,0.1299460500606002,-4.907217810183925,9.237742678284218e-07,2.8759294211864063e-06,RFX1
ENSG00000165821,-2.0676984786987305,0.038685168228185615,1468.7948,-0.9557419529237621,0.13948233084821388,-6.85206468168223,7.279162728075385e-12,3.4205128023781225e-11,SALL2
ENSG00000260428,-2.342824697494507,0.01915112475167579,96.72457,-1.4845867103506758,0.2612773072776937,-5.682034639054246,1.3310169391596564e-08,4.9192274980644364e-08,SCX
ENSG00000072310,-2.3610198497772217,0.01823723001281437,3761.625,-1.1476220755526818,0.13661198210980513,-8.400596037251354,4.442180724897905e-17,2.8494827763654797e-16,SREBF1
ENSG00000112658,2.2376463413238525,0.025258472620111577,1618.6152,0.5480192902720828,0.14131808923277667,3.8779132469686535,0.00010535627045299337,0.0002662823991640967,SRF
ENSG00000184895,-2.906494379043579,0.003660282229659112,55.040638,-1.0945889222054037,0.3129882280571361,-3.497220738939696,0.0004701326475271316,0.0010923313041647262,SRY
ENSG00000138378,2.0942394733428955,0.03625507516557701,181.55193,1.782035763226035,0.22167887006670917,8.038816521799179,9.071028421252832e-16,5.426995712221949e-15,STAT4
ENSG00000137203,-3.288835287094116,0.0010083016031862684,104.93336,-2.379993062317261,0.4538352674120667,-5.2441783026005115,1.5698033793809275e-07,5.273849331256452e-07,TFAP2A
ENSG00000114126,-2.3000128269195557,0.021460896461418365,1516.484,-1.2643277558765358,0.0933367648269029,-13.545870785443302,8.381405186901079e-42,1.4078918646919769e-40,TFDP2
ENSG00000151090,-3.1093664169311523,0.0018783344976493876,46.36674,-2.2470181577048005,0.362606114176447,-6.19685678165753,5.760186928302779e-10,2.365034042063827e-09,THRB
